home,away,liga,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Grêmio,Vitória,Brasil - Brasileirão Série A,56%,48%,D D D E V,D E V D D,D D E D D,D D V D D,D V D V V,D D V D E,0.73,1.25,0.14,0.88,1.11,0.63,20,38,0,2,2,2,0.67,0.88,0.43,1.33,1.13,1.57,33,25,43,20,38,0,47,38,57,27,50,0,1.32,1.41,1.21,1.39,1.26,1.53,24,13,13,2.76,2.75,2.75,1.12,1,1,1.65,1.75,1.75,65,75,75,12,25,25,29,13,13,35,25,25,1.29,1.35,1.35,1.46,1.4,1.4
Bahia,Corinthians,Brasil - Brasileirão Série A,56%,48%,D V D V D,D V V V V,V D D D E,V D D V D,V V E E D,D D D E D,1.76,2.63,1,0.88,1.63,0.22,53,88,22,2.82,2.38,3.22,1.59,1.75,1.44,1.24,0.63,1.78,71,50,89,24,50,0,6,0,11,47,63,33,1.45,1.59,1.32,1.43,1.11,1.71,18,0,0,2.18,2.11,2.11,0.82,0.33,0.33,1.35,1.78,1.78,35,22,22,18,0,0,59,78,78,18,11,11,1.48,1.28,1.28,1.44,1.65,1.65
Atlético-MG,Vasco,Brasil - Brasileirão Série A,56%,48%,E V D D E,V D E E D,E D V D V,V V V V E,V V E V E,V V D D D,1.38,1.25,1.5,1.35,1.89,0.75,31,25,38,3,3,3,1.44,1.38,1.5,1.56,1.63,1.5,69,75,63,19,13,25,19,13,25,44,50,38,1.45,1.5,1.41,1.27,1.28,1.26,41,25,25,2.71,2.25,2.25,1.18,0.75,0.75,1.53,1.5,1.5,53,50,50,24,13,13,29,38,38,41,25,25,1.32,1.2,1.2,1.69,1.92,1.92
Juventude,São,Brasil - Brasileirão Série A,56%,48%,E V D D V,E V V V E,D D D D E,V D V V V,V V V V D,D V D E E,1.33,2.25,0.29,1.76,2.11,1.38,33,63,0,2.6,2.13,3.14,1.27,1.63,0.86,1.33,0.5,2.29,67,50,86,27,50,0,7,0,14,40,75,0,1.34,1.36,1.31,1.54,1.44,1.66,53,38,38,2.59,3.13,3.13,1.53,1.63,1.63,1.06,1.5,1.5,59,75,75,35,25,25,18,13,13,59,63,63,1.42,1.37,1.37,1.2,1.29,1.29
Fortaleza,Atlético-GO,Brasil - Brasileirão Série A,56%,48%,V V V D V,V V V V V,V D E D D,D D D D E,D D E D E,D D E E V,1.81,2.33,1.14,0.65,0.25,1,50,67,29,2.19,2.11,2.29,1.19,1.56,0.71,1,0.56,1.57,50,56,43,31,44,14,25,0,57,75,100,43,1.24,1.42,1.02,1.63,1.32,2.02,12,22,22,2.29,2.11,2.11,0.82,0.89,0.89,1.47,1.22,1.22,59,56,56,12,22,22,35,33,33,35,33,33,1.45,1.43,1.43,1.44,1.45,1.45
RB,Athletico-PR,Brasil - Brasileirão Série A,56%,48%,D D V E D,V V V D E,D D E D D,D V D V D,D D E E V,V V D E D,1.38,2.29,0.67,1.56,1.75,1.38,38,71,11,2.56,2.71,2.44,1.31,1.71,1,1.25,1,1.44,75,86,67,13,14,11,13,0,22,50,86,22,1.42,1.4,1.44,1.46,1.46,1.45,44,38,38,2.25,1.88,1.88,1.25,0.88,0.88,1,1,1,50,38,38,31,25,25,19,38,38,44,38,38,1.5,1.26,1.26,1.27,1.48,1.48
Cuiabá,Fluminense,Brasil - Brasileirão Série A,56%,48%,V E D E E,D E E V E,V E E V D,E D E D D,E D D D E,E D D D D,1.06,0.75,1.38,0.5,0.88,0.13,25,13,38,2.44,2,2.88,1.13,0.88,1.38,1.31,1.13,1.5,44,25,63,25,38,13,44,63,25,44,25,63,1.18,1.18,1.17,1.62,1.31,1.93,6,0,0,2.25,2,2,0.75,0.38,0.38,1.5,1.63,1.63,56,38,38,0,0,0,44,63,63,44,25,25,1.3,1.16,1.16,1.6,1.67,1.67
River,Lanús,Argentina - Campeonato Argentino,44%,38%,D V D V V,V V V D V,D D V D E,V E V E D,V V D D E,E E D V V,1.8,2.18,1.33,1.63,1.4,1.89,50,64,33,2.7,3.18,2.11,1.85,2.36,1.22,0.85,0.82,0.89,50,64,33,35,36,33,20,0,44,60,73,44,1.96,2.32,1.52,1.32,1.19,1.48,47,56,56,2.37,2.22,2.22,1.37,1.44,1.44,1,0.78,0.78,42,33,33,32,44,44,26,22,22,63,67,67,1.51,1.55,1.55,1.45,1.67,1.67
Central,Platense,Argentina - Campeonato Argentino,44%,38%,D D D D D,D D E D E,D D D D E,D V E E D,V E V D E,D E D V E,0.58,0.67,0.5,1.21,1.56,0.9,11,11,10,2.68,2.89,2.5,0.84,1.11,0.6,1.84,1.78,1.9,42,44,40,21,33,10,47,44,50,32,22,40,1.1,1.2,1,1.75,1.63,1.85,26,20,20,1.68,2.1,2.1,0.68,0.6,0.6,1,1.5,1.5,37,40,40,47,30,30,47,50,50,32,30,30,1.35,1.33,1.33,1.35,1.55,1.55
Estudiantes,Unión,Argentina - Campeonato Argentino,44%,38%,D E D V V,E V E E V,D D V V D,V V V E V,V V V D E,V E V E D,1.71,2,1.4,1.74,1.7,1.78,48,55,40,2.1,2.18,2,1.33,1.73,0.9,0.76,0.45,1.1,43,36,50,48,64,30,19,9,30,57,64,50,1.77,2.16,1.33,1.38,1.15,1.62,47,44,44,2.05,1.67,1.67,1.21,1,1,0.84,0.67,0.67,47,44,44,47,56,56,21,22,22,47,56,56,1.56,1.27,1.27,1.26,1.41,1.41
Vélez,Talleres,Argentina - Campeonato Argentino,44%,38%,D E E V D,E V E V V,D E D E E,V V E V V,V V E V V,V E V E E,1.59,2,1.31,1.95,2.22,1.7,41,56,31,1.91,1.67,2.08,0.95,1.11,0.85,0.95,0.56,1.23,45,33,54,36,56,23,32,22,38,45,67,31,1.53,1.69,1.42,1.35,1.11,1.51,53,40,40,2.89,2.9,2.9,1.84,1.7,1.7,1.05,1.2,1.2,68,70,70,26,30,30,16,20,20,47,40,40,1.71,1.55,1.55,1.3,1.31,1.31
Defensa,Boca,Argentina - Campeonato Argentino,44%,38%,E E D E D,E E V V V,E D D E V,V D E V D,V E V V V,D V D E V,1.5,1.78,1.27,1.8,2.33,1.36,35,44,27,2.05,2,2.09,1.05,1.11,1,1,0.89,1.09,50,44,55,35,44,27,25,22,27,45,44,45,1.42,1.51,1.33,1.59,1.36,1.77,50,36,36,2.35,2.45,2.45,1.45,1.36,1.36,0.9,1.09,1.09,50,55,55,35,18,18,30,36,36,40,27,27,1.49,1.42,1.42,1.3,1.43,1.43
San,Deportivo,Argentina - 2ª Divisão da Argentina,33%,28%,V E V E V,E E V D V,V V V E E,V E E E D,V E D V E,E E D D E,2,2.1,1.92,1.22,1.5,0.91,55,60,50,1.82,1.9,1.75,1.36,1.5,1.25,0.45,0.4,0.5,32,30,33,59,60,58,32,30,33,50,60,42,1.33,1.34,1.32,1.43,1.42,1.45,30,18,18,1.78,1.82,1.82,0.78,0.64,0.64,1,1.18,1.18,26,36,36,48,36,36,52,55,55,35,27,27,1.24,1.18,1.18,1.46,1.67,1.67
Defensores,Gimnasia,Argentina - 2ª Divisão da Argentina,33%,28%,D V D V D,V V D E E,D D E E D,E E D V D,E D E D V,E V D E E,1.13,2,0.33,1.35,1.67,1,26,55,0,1.87,2.09,1.67,0.83,1.36,0.33,1.04,0.73,1.33,39,45,33,30,45,17,48,27,67,22,36,8,1.26,1.39,1.15,1.39,1.27,1.49,26,9,9,1.17,1,1,0.61,0.45,0.45,0.57,0.55,0.55,22,27,27,61,55,55,52,64,64,26,9,9,1.25,1.11,1.11,1.39,1.74,1.74
Deportivo,Guillermo,Argentina - 2ª Divisão da Argentina,33%,28%,D V D D V,V D V E V,D D V D V,E E E V E,E E V D D,E V E E D,1.3,1.55,1.08,1.09,1.25,0.91,39,45,33,2.17,1.82,2.5,0.91,0.82,1,1.26,1,1.5,43,36,50,26,36,17,30,27,33,43,45,42,1.37,1.53,1.22,1.62,1.47,1.75,22,18,18,1.7,1.73,1.73,0.74,0.73,0.73,0.96,1,1,48,55,55,26,18,18,43,45,45,30,27,27,1.14,1.01,1.01,1.68,1.84,1.84
Deportivo,Gimnasia,Argentina - 2ª Divisão da Argentina,33%,28%,E V D V E,V V E V E,E D V E V,V E V V E,V V V V D,E V E V D,1.48,1.73,1.25,1.61,1.92,1.27,39,45,33,1.3,1.18,1.42,0.74,0.82,0.67,0.57,0.36,0.75,17,9,25,61,73,50,48,45,50,43,55,33,1.33,1.48,1.2,1.16,1.06,1.25,43,27,27,2.35,2.36,2.36,1.26,1.09,1.09,1.09,1.27,1.27,61,64,64,30,36,36,22,18,18,48,36,36,1.53,1.1,1.1,1.3,1.33,1.33
Gimnasia,Agropecuario,Argentina - 2ª Divisão da Argentina,33%,28%,E V V V D,V V D V V,E V D D D,V V D D D,V D V E D,V D D V D,1.48,2.27,0.75,1.3,1.08,1.55,43,73,17,1.65,1.64,1.67,0.91,1.27,0.58,0.74,0.36,1.08,30,18,42,43,64,25,35,18,50,48,73,25,1.21,1.43,1,1.37,1.29,1.45,35,45,45,2.57,3,3,1.35,1.73,1.73,1.22,1.27,1.27,61,64,64,22,18,18,26,18,18,43,64,64,1.53,1.38,1.38,1.39,1.56,1.56
Racing,Patronato,Argentina - 2ª Divisão da Argentina,33%,28%,D V V D E,V D E D D,D V V E E,V V D V E,V V V E E,D D D E E,1.26,1.36,1.17,1.17,1.67,0.64,30,36,25,1.74,1.64,1.83,0.87,0.82,0.92,0.87,0.82,0.92,35,36,33,43,45,42,39,27,50,57,64,50,1.35,1.44,1.27,1.25,1,1.48,26,9,9,1.7,1.82,1.82,0.83,0.45,0.45,0.87,1.36,1.36,26,27,27,43,18,18,52,64,64,35,36,36,1.34,1.03,1.03,1.44,1.48,1.48
Talleres,Chacarita,Argentina - 2ª Divisão da Argentina,33%,28%,D E V E V,V D E E V,D E E V D,D D E V V,D E V E D,D V V D D,1.04,1.18,0.92,1.3,1.33,1.27,22,27,17,1.65,1.82,1.5,0.65,0.73,0.58,1,1.09,0.92,35,27,42,52,64,42,43,45,42,35,36,33,1.48,1.39,1.55,1.45,1.25,1.63,35,36,36,2.26,1.91,1.91,1.09,1,1,1.17,0.91,0.91,43,27,27,39,55,55,26,36,36,48,45,45,1.12,1.16,1.16,1.08,1.08,1.08
Deportivo,Argentino,Argentina - Prim B Metro,43%,35%,V E D E V,E E D E V,V D V D V,V V E V V,V E V V D,V V D V E,1.23,1.38,1.08,1.46,1.62,1.31,27,31,23,2.42,2.08,2.77,1.12,1.08,1.15,1.31,1,1.62,62,54,69,27,31,23,15,23,8,46,38,54,1.32,1.45,1.19,1.31,1.13,1.47,38,31,31,2.15,1.38,1.38,1.19,0.69,0.69,0.96,0.69,0.69,42,31,31,38,46,46,35,46,46,46,46,46,1.3,1.23,1.23,1.49,1.65,1.65
Midland,Deportivo,Argentina - Prim B Metro,43%,35%,V E V E V,E V V V V,V E E E E,V E V E D,V V D V V,E E V E V,1.73,2,1.46,1.81,2.15,1.46,46,62,31,2.04,2.08,2,1.27,1.46,1.08,0.77,0.62,0.92,42,23,62,42,54,31,31,38,23,58,62,54,1.45,1.59,1.3,1.28,1.23,1.33,50,31,31,2.38,2.54,2.54,1.5,1.46,1.46,0.88,1.08,1.08,58,77,77,27,15,15,23,15,15,62,54,54,1.44,1.33,1.33,1.15,1.09,1.09
Los,Comunicaciones,Argentina - Prim B Metro,43%,35%,D E E E V,E E V V V,D E V V D,V E V E D,V V D D V,E E D D E,2,2.38,1.62,1.27,1.62,0.92,58,69,46,1.92,1.92,1.92,1.23,1.38,1.08,0.69,0.54,0.85,38,38,38,58,62,54,15,15,15,65,77,54,1.42,1.42,1.41,1.39,1.29,1.49,31,15,15,2.23,2.08,2.08,1.23,0.92,0.92,1,1.15,1.15,58,69,69,27,15,15,27,31,31,46,31,31,1.31,1.28,1.28,1.33,1.37,1.37
Deportivo,Germinal,Argentina - Torneo Federal A,36%,28%,V V V V E,V V E V E,V V E D E,E E E E V,E E V V E,E E V D E,1.39,1.89,0.89,1.83,2.33,1.33,33,44,22,1.94,2.22,1.67,1.11,1.67,0.56,0.83,0.56,1.11,33,44,22,39,56,22,50,33,67,39,67,11,1.29,1.26,1.31,1.27,1.19,1.34,44,22,22,2,1.78,1.78,1.33,0.89,0.89,0.67,0.89,0.89,44,44,44,50,44,44,22,33,33,50,33,33,1.33,1.08,1.08,1.36,1.43,1.43
Ferro,Deportivo,Argentina - Torneo Federal A,36%,28%,E E D D D,E D D E V,E D D E D,E E D V V,E V V D V,E D D D D,0.72,0.78,0.67,1.11,2,0.22,11,11,11,1.5,1.56,1.44,0.39,0.44,0.33,1.11,1.11,1.11,28,33,22,39,44,33,61,56,67,22,33,11,1.3,1.4,1.19,1.6,1.47,1.74,28,0,0,1.78,1.89,1.89,0.78,0.44,0.44,1,1.44,1.44,28,22,22,44,22,22,44,78,78,44,11,11,1,1.17,1.17,1.7,1.87,1.87
Sol,Circulo,Argentina - Torneo Federal A,36%,28%,E D V V D,E V D V D,D V D D D,D D V D V,D V V D E,D D D D D,1.17,1.89,0.44,1.17,1.89,0.44,33,56,11,2.5,2.56,2.44,0.94,1.56,0.33,1.56,1,2.11,33,44,22,22,33,11,44,22,67,33,56,11,1.49,1.7,1.25,1.68,1.44,1.96,33,11,11,2.56,2.67,2.67,1,0.56,0.56,1.56,2.11,2.11,50,44,44,22,11,11,33,44,44,28,11,11,1.1,0.91,0.91,1.58,1.79,1.79
Def.,Douglas,Argentina - Torneo Federal A,36%,28%,E V D D D,V D D E E,E D D D D,V E E D D,V E D V E,E D V D D,0.81,1.38,0.25,1.19,1.25,1.13,19,38,0,2.5,2.25,2.75,0.69,0.88,0.5,1.81,1.38,2.25,44,38,50,13,25,0,50,50,50,25,38,13,1.26,1.38,1.14,1.71,1.49,1.94,25,25,25,1.69,2.38,2.38,0.88,1.13,1.13,0.81,1.25,1.25,31,50,50,44,25,25,44,25,25,31,38,38,1.45,1.43,1.43,1.41,1.72,1.72
Independiente,Juventud,Argentina - Torneo Federal A,36%,28%,E D E D V,E E V D D,D D E E E,D D V D V,D V V V V,D D D E D,1.19,1.38,1,1.19,2.13,0.25,25,38,13,1.63,2.38,0.88,0.81,1.25,0.38,0.81,1.13,0.5,31,38,25,50,38,63,56,50,63,31,25,38,1.59,1.99,1.19,1.43,1.21,1.64,31,0,0,1.94,1.88,1.88,0.88,0.25,0.25,1.06,1.63,1.63,25,13,13,44,25,25,50,88,88,44,13,13,1.17,0.99,0.99,1.52,1.89,1.89
Kimberley,Villa,Argentina - Torneo Federal A,36%,28%,E V D E E,E E E V E,V D E V E,V E V D E,V V E V V,E D V V E,1.39,1.56,1.22,1.89,2.44,1.33,28,33,22,1.44,1.33,1.56,0.83,0.89,0.78,0.61,0.44,0.78,39,33,44,56,56,56,33,33,33,28,44,11,1.44,1.56,1.28,1.24,1.07,1.45,56,33,33,2,1.44,1.44,1.33,0.78,0.78,0.67,0.67,0.67,28,22,22,56,44,44,28,44,44,56,44,44,1.66,1.52,1.52,1.05,1.06,1.06
San,Huracán,Argentina - Torneo Federal A,36%,28%,E D D D V,E D V V E,D D D V D,V E D D D,V D V D E,E D D E E,1.24,1.5,1,1.24,1.56,0.88,35,38,33,1.18,0.75,1.56,0.53,0.5,0.56,0.65,0.25,1,12,0,22,47,75,22,59,63,56,29,38,22,1.4,1.71,1.19,1.38,1.25,1.46,29,13,13,1.71,1.63,1.63,0.76,0.63,0.63,0.94,1,1,41,50,50,41,38,38,41,38,38,35,25,25,1.42,1.15,1.15,1.32,1.61,1.61
Ciudad,Deportivo,Argentina - Torneo Federal A,36%,28%,V D V V D,V V D V V,D V D D D,D E V E V,D V V V E,E E V V E,1.78,2.67,0.89,1.5,1.44,1.56,56,89,22,1.89,1.89,1.89,1.22,1.44,1,0.67,0.44,0.89,33,33,33,39,56,22,28,11,44,56,78,33,1.34,1.55,1.11,1.31,1.07,1.59,39,33,33,1.94,1.78,1.78,1.17,1.11,1.11,0.78,0.67,0.67,39,44,44,39,44,44,33,22,22,56,56,56,1.48,1.2,1.2,1.32,1.37,1.37
Sportivo,Defensores,Argentina - Torneo Federal A,36%,28%,D V D D V,V D E E V,D D V E V,E E E E E,E E V E V,E E E V E,1.44,1.5,1.38,1.81,2,1.63,38,38,38,2,2.38,1.63,1.19,1.5,0.88,0.81,0.88,0.75,44,63,25,31,25,38,38,25,50,38,38,38,1.41,1.71,1.12,1.38,1.38,1.39,44,38,38,1.69,1.38,1.38,1.19,0.88,0.88,0.5,0.5,0.5,38,25,25,56,63,63,25,50,50,56,38,38,1.48,1.27,1.27,1.14,1.25,1.25
Boca,Gimnasia,Argentina - Torneo Federal A,36%,28%,V E D V D,E V D D E,V D D D D,E D V E D,E V D E D,D E V D E,0.88,1.25,0.5,0.69,0.75,0.63,19,25,13,2,1.38,2.63,0.81,0.75,0.88,1.19,0.63,1.75,44,25,63,25,50,0,44,50,38,25,25,25,1.53,1.81,1.26,1.48,1.33,1.63,13,13,13,2,2.63,2.63,0.56,0.63,0.63,1.44,2,2,44,50,50,19,13,13,44,38,38,44,38,38,1.42,1.39,1.39,1.42,1.66,1.66
Sol,San,Argentina - Torneo Federal A,36%,28%,V V E V E,V V V V V,V E E E D,D D E V V,D E V E V,D V V E E,1.75,2.63,0.88,1.56,2.13,1,50,88,13,1.88,2,1.75,1.06,1.5,0.63,0.81,0.5,1.13,38,38,38,44,50,38,38,13,63,56,88,25,1.32,1.33,1.32,1.34,1.16,1.52,44,25,25,2,1.75,1.75,1.19,0.75,0.75,0.81,1,1,31,25,25,44,25,25,38,63,63,44,25,25,1.4,1.29,1.29,1.29,1.37,1.37
Sportivo,Atenas,Argentina - Torneo Federal A,36%,28%,E E V V V,E V V E E,E V V E D,D V V E D,V E V V V,D V D D D,1.81,2.25,1.38,1.5,2.22,0.78,50,63,38,1.13,1.13,1.13,0.81,0.88,0.75,0.31,0.25,0.38,13,25,0,69,75,63,38,13,63,63,88,38,1.19,1.37,1.01,1.39,1.33,1.45,44,22,22,2.28,2.11,2.11,1.22,0.78,0.78,1.06,1.33,1.33,39,33,33,33,22,22,33,56,56,50,33,33,1.51,1.17,1.17,1.47,1.49,1.49
Juventud,Estudiantes,Argentina - Torneo Federal A,36%,28%,D V D V V,D D V D E,V V V D D,D D D V D,D V D E E,D D D D E,1.28,1.33,1.22,0.78,1.11,0.44,33,33,33,1.67,1.33,2,0.72,0.67,0.78,0.94,0.67,1.22,28,22,33,44,56,33,44,44,44,44,44,44,1.39,1.29,1.49,1.4,0.99,1.8,17,11,11,2.44,2.67,2.67,0.94,0.78,0.78,1.5,1.89,1.89,67,56,56,6,11,11,33,44,44,33,22,22,1.28,1.3,1.3,1.4,1.75,1.75
Central,Sarmiento,Argentina - Torneo Federal A,36%,28%,D V V V V,V V E V E,D V V V D,V E V D V,V V V V V,E D D V E,2.13,2.5,1.75,2.06,3,1.13,63,75,50,2.06,2.13,2,1.44,1.63,1.25,0.63,0.5,0.75,44,38,50,56,63,50,6,0,13,75,75,75,1.51,1.82,1.16,1.18,0.99,1.39,63,25,25,2.13,1.88,1.88,1.44,0.88,0.88,0.69,1,1,50,63,63,38,13,13,13,25,25,63,38,38,1.54,1.32,1.32,1.27,1.44,1.44
Unión,Crucero,Argentina - Torneo Federal A,36%,28%,V E E V D,V E D E E,E V D D D,D E D D D,E D D E V,D D D E V,0.87,1.13,0.57,0.94,1.25,0.63,20,25,14,2.27,2.5,2,0.67,1,0.29,1.6,1.5,1.71,40,63,14,27,25,29,53,38,71,13,13,14,1.21,1.37,1.02,1.47,1.22,1.75,19,13,13,1.75,2.25,2.25,0.69,0.75,0.75,1.06,1.5,1.5,38,50,50,44,25,25,44,38,38,31,25,25,1.35,1.26,1.26,1.27,1.43,1.43
Deportivo,Ituzaingó,Argentina - Primera C,44%,39%,D D E V D,D E D D D,D V D D D,E V D V E,E V V E D,V D E D V,0.77,0.54,1,1.42,1.15,1.69,19,8,31,1.77,1.69,1.85,0.5,0.31,0.69,1.27,1.38,1.15,27,15,38,23,23,23,58,77,38,19,15,23,1.25,1.35,1.15,1.64,1.56,1.71,35,46,46,1.46,1.54,1.54,0.85,1.08,1.08,0.62,0.46,0.46,23,23,23,58,62,62,46,38,38,38,46,46,1.35,1.28,1.28,1.37,1.52,1.52
JJ,El,Argentina - Primera C,44%,39%,V V D V V,V D V D D,V V D E D,V D D E D,V E E E E,D D D D D,1.77,1.69,1.85,1.27,1.54,1,54,54,54,2.42,2,2.85,1.58,1.31,1.85,0.85,0.69,1,46,31,62,31,31,31,27,38,15,50,54,46,1.35,1.28,1.43,1.35,1.34,1.37,35,31,31,2.31,2.85,2.85,1.12,1.15,1.15,1.19,1.69,1.69,42,54,54,35,15,15,38,38,38,42,38,38,1.46,1.38,1.38,1.36,1.55,1.55
Atlas,Central,Argentina - Primera C,44%,39%,D V E D V,V E V V E,D D V D D,V E E E D,V E V V V,E E D V V,1.5,1.77,1.23,1.77,2.15,1.38,42,46,38,3.04,2.85,3.23,1.58,1.77,1.38,1.46,1.08,1.85,62,54,69,23,31,15,15,15,15,58,62,54,1.38,1.47,1.29,1.52,1.38,1.66,46,23,23,2.08,1.69,1.69,1.27,0.92,0.92,0.81,0.77,0.77,42,54,54,46,38,38,23,31,31,58,38,38,1.34,1.03,1.03,1.46,1.4,1.4
Huracán,San,Argentina - Campeonato Argentino Feminino,39%,45%,E D V D D,D D D D D,E V D D D,D D E D D,D E D D V,D D D V E,0.63,0.38,0.88,1.31,1.25,1.38,19,13,25,2.13,1.88,2.38,0.69,0.5,0.88,1.44,1.38,1.5,19,25,13,19,13,25,63,63,63,25,25,25,1.14,1.35,0.89,1.2,1.37,1.02,38,38,38,2.56,3.13,3.13,1.31,1.75,1.75,1.25,1.38,1.38,50,50,50,38,38,38,25,25,25,38,38,38,1.64,1.47,1.47,1.31,1.39,1.39
Hamilton,Broadmeadow,Austrália - Northern NSW NPL,56%,68%,E V V V D,E V D E V,V V V D V,V V D V V,V V V V V,V V D V V,1.76,1.5,2,2.5,2.67,2.33,53,38,67,2.65,2.5,2.78,1.35,1.25,1.44,1.29,1.25,1.33,59,75,44,18,13,22,29,25,33,53,38,67,1.84,1.6,2.06,1.62,1.51,1.73,83,78,78,4.89,5.22,5.22,3.56,3.67,3.67,1.33,1.56,1.56,67,67,67,22,11,11,11,22,22,72,67,67,2.73,2.75,2.75,1.4,1.34,1.34
Weston,Charlestown,Austrália - Northern NSW NPL,56%,68%,V V D E V,V V E D D,D V V D D,E D D D E,E D D V V,D E V D V,1.35,1.44,1.25,1.71,1.6,1.86,41,44,38,2.94,3.33,2.5,1.59,2.11,1,1.35,1.22,1.5,47,56,38,29,22,38,29,22,38,47,56,38,1.75,1.89,1.61,1.76,1.69,1.82,53,57,57,3.24,2.71,2.71,1.94,1.71,1.71,1.29,1,1,59,43,43,41,57,57,0,0,0,53,57,57,1.72,1.76,1.76,1.59,1.4,1.4
St.,Oakleigh,Austrália - Victoria NPL,55%,63%,V V D D V,V V D D D,D V D D D,E V V D D,D V V V D,E V V D D,0.73,1.2,0.33,2,2.09,1.91,23,40,8,3.36,3.9,2.92,1,1.7,0.42,2.36,2.2,2.5,45,70,25,18,20,17,41,10,67,27,50,8,1.37,1.06,1.63,1.9,1.65,2.1,59,55,55,3.18,3.27,3.27,2.05,1.91,1.91,1.14,1.36,1.36,64,73,73,32,27,27,9,0,0,64,73,73,1.95,1.65,1.65,1.16,1.09,1.09
Sydney,APIA,Austrália - New South Wales NPL,59%,68%,D D V E V,D E V D V,D V V D D,E E D V V,E V V D V,E D D V V,1.67,1.73,1.62,2,2.27,1.77,50,55,46,3.13,2.45,3.69,1.63,1.45,1.77,1.5,1,1.92,54,36,69,29,45,15,21,27,15,58,45,69,1.39,1.51,1.29,1.58,1.35,1.77,63,54,54,4.21,4.15,4.15,2.75,2.77,2.77,1.46,1.38,1.38,67,62,62,25,23,23,8,15,15,58,46,46,2.26,2.34,2.34,1.42,1.34,1.34
Central,Blacktown,Austrália - New South Wales NPL,59%,68%,V V D V D,V D V E E,V D V D D,V V D D E,D D V V V,V V E D D,0.88,1.25,0.5,1.83,2.08,1.58,25,33,17,3.79,4.08,3.5,1.5,2,1,2.29,2.08,2.5,67,75,58,4,8,0,29,17,42,25,33,17,1.5,1.63,1.35,2,1.97,2.02,54,42,42,3.5,2.92,2.92,2.21,1.5,1.5,1.29,1.42,1.42,54,50,50,33,33,33,17,25,25,54,42,42,2.03,2.01,2.01,1.4,1.3,1.3
Wollongong,St.,Austrália - New South Wales NPL,59%,68%,E D V V E,D E V V D,E V V V D,D E D E D,D E D D E,D E D D E,1.54,1.55,1.54,0.96,1.31,0.55,46,45,46,3.25,3.64,2.92,1.88,2.09,1.69,1.38,1.55,1.23,67,82,54,25,9,38,8,9,8,54,55,54,1.93,1.9,1.95,1.75,1.83,1.66,21,9,9,3.29,3.64,3.64,1.17,0.91,0.91,2.13,2.73,2.73,58,45,45,13,9,9,38,55,55,42,36,36,1.42,1.3,1.3,1.94,2.16,2.16
Sydney,Rockdale,Austrália - New South Wales NPL,59%,68%,E D V V E,E D V E E,V V V D D,V V V V D,V V V V V,V V D V V,1.38,1.36,1.38,2.46,2.58,2.33,42,36,46,3.13,3.55,2.77,1.75,2,1.54,1.38,1.55,1.23,63,82,46,21,9,31,17,9,23,46,36,54,1.82,1.98,1.69,1.56,1.54,1.58,79,75,75,4.04,3.92,3.92,2.67,2.17,2.17,1.38,1.75,1.75,67,75,75,29,17,17,4,8,8,67,58,58,1.98,1.88,1.88,1.21,1.4,1.4
Adelaide,Adelaide,Austrália - South Australia NPL,65%,69%,V E D D E,E D E D E,V D E V E,D E V V V,D V V V E,E V V V D,1.28,0.67,1.89,1.44,1.44,1.44,33,11,56,5,4.56,5.44,2.17,1.44,2.89,2.83,3.11,2.56,83,67,100,0,0,0,17,33,0,56,56,56,2.12,1.99,2.25,2.12,2.02,2.22,44,44,44,3,3,3,1.61,1.67,1.67,1.39,1.33,1.33,50,44,44,17,11,11,33,44,44,50,44,44,1.79,1.91,1.91,1.43,1.35,1.35
