home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Arka Gdynia,ŁKS Łódź,Polônia - 2ª Divisão da Polônia,"Seg, 29 Julho 2024",15:30,46%,54%,D,,D,,,,0,0,0,0,0,0,0%,0%,0%,1,0,1,0,0,0,1,0,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,1.17,0,2.17,0.75,0,1.75,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
UTA Arad,Universitatea Cluj,Romênia - Campeonato Romeno,"Seg, 29 Julho 2024",13:00,65%,45%,D E,E,D,V E,V,E,0.5,1,0,2,3,1,0%,0%,0%,4,2,6,1.5,1,2,2.5,1,4,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.42,1.7,1.13,1.98,1.86,2.09,50%,100%,0%,3,4,2,2,3,1,1,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.06,1.57,0.54,1.38,0.91,1.85
Petrolul 52,Rapid Bucureşti,Romênia - Campeonato Romeno,"Seg, 29 Julho 2024",16:00,65%,45%,D E,E,D,E E,E,E,0.5,1,0,1,1,1,0%,0%,0%,2.5,0,5,0.5,0,1,2,0,4,50%,0%,100%,50%,100%,0%,50%,100%,0%,0%,0%,0%,0.8,0.95,0.65,0.86,0.71,1,0%,0%,0%,3,4,2,1.5,2,1,1.5,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,1.78,1.69,1.86,1.47,1.23,1.7
Rotor Volgograd,Arsenal Tula,Rússia - 2ª Divisão da Rússia,"Seg, 29 Julho 2024",14:30,41%,32%,E V,E,V,V V,V V,,2,1,3,3,3,0,50%,0%,100%,1.5,2,1,1,1,1,0.5,1,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,50%,0%,100%,1.06,1.22,0.89,1.45,1.5,1.4,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.61,1.11,0,0.2,0.7,0
OFK Beograd,Tekstilac Odžaci,Sérvia - Campeonato Sérvio,"Seg, 29 Julho 2024",15:00,55%,64%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.49,0,1.49,-0.13,0,0.87,0%,0%,0%,4,4,0,1,1,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.24,1.24,0,0.59,1.59,0
AIK,GAIS,Suécia - Campeonato Sueco,"Seg, 29 Julho 2024",14:00,52%,62%,D V D D V,D V D V V,D V D D D,V D E D V,V E V V V,D D D D V,1.33,2.14,0.63,1.67,2.38,0.86,40%,71%,13%,3.87,3.86,3.88,1.73,2.57,1,2.13,1.29,2.88,67%,57%,75%,20%,43%,0%,13%,0%,25%,40%,57%,25%,1.54,1.69,1.4,1.39,1.31,1.46,53%,75%,29%,2.6,2.5,2.71,1.27,1.63,0.86,1.33,1.86,1.86,40%,38%,43%,27%,50%,0%,40%,25%,57%,53%,75%,29%,1.52,1.47,1.57,1.46,1.53,1.38
Helsingborg,Öster,Suécia - 2ª Divisão da Suécia,"Seg, 29 Julho 2024",14:00,55%,47%,V V D V V,V V D D E,V D V E V,V V V E D,V V E V V,V D V E E,1.53,1.25,1.86,1.93,2.25,1.57,40%,25%,57%,2.13,1.5,2.86,1.13,0.75,1.57,1,0.75,1.29,40%,38%,43%,40%,38%,43%,33%,38%,29%,47%,50%,43%,1.48,1.56,1.39,1.45,1.4,1.5,53%,63%,43%,2.47,2.25,2.71,1.73,1.88,1.57,0.73,1.14,1.14,53%,38%,71%,33%,63%,0%,20%,13%,29%,33%,50%,14%,2.08,2.2,1.95,1.2,1.1,1.31
Örgryte,Oddevold,Suécia - 2ª Divisão da Suécia,"Seg, 29 Julho 2024",14:00,55%,47%,E V D E V,V E V D D,E D D D V,D V E D E,D E D E V,V D E D D,0.93,1,0.86,1.13,1.29,1,20%,25%,14%,2.87,2.63,3.14,1.33,1.38,1.29,1.53,1.25,1.86,67%,63%,71%,27%,25%,29%,20%,13%,29%,60%,75%,43%,1.56,1.82,1.21,1.59,1.55,1.64,27%,29%,25%,2.47,2,2.88,1,0.86,1.13,1.47,1.75,1.75,60%,57%,63%,20%,29%,13%,33%,29%,38%,27%,29%,25%,1.37,1.53,1.22,1.15,1.16,1.15
River Plate,Racing,Uruguai - Campeonato Uruguaio,"Seg, 29 Julho 2024",15:00,53%,47%,V D D V E,D E E D D,V D V D D,D E D D E,D D V D D,E D E E V,1,1.2,0.82,1.14,0.82,1.5,24%,30%,18%,2.76,3.5,2.09,1.24,1.7,0.82,1.52,1.8,1.27,62%,80%,45%,19%,10%,27%,29%,10%,45%,29%,30%,27%,1.29,1.41,1.18,1.42,1.41,1.43,29%,18%,40%,2.76,2.27,3.3,1.33,1,1.7,1.43,1.6,1.6,62%,64%,60%,24%,9%,40%,14%,27%,0%,52%,36%,70%,1.4,1.35,1.45,1.23,1.18,1.29
Rentistas,Torque,Uruguay - 2ª Divisão do Uruguai,"Seg, 29 Julho 2024",19:00,41%,30%,E V E E D,V E V E D,E E D E V,V E D V D,V D D E V,E V V D E,1.29,1.56,1,2,2,2,29%,44%,13%,1.76,1.56,2,0.88,0.89,0.88,0.88,0.67,1.13,47%,33%,63%,24%,33%,13%,29%,33%,25%,47%,56%,38%,1.24,1.2,1.28,1.24,1.27,1.22,58%,60%,56%,1.89,2.1,1.67,1.37,1.5,1.22,0.53,0.44,0.44,32%,30%,33%,53%,50%,56%,26%,30%,22%,68%,70%,67%,1.26,1.22,1.33,0.88,0.84,0.96
