home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Yupanqui,Ituzaingó,Argentina - Primera C,"Dom, 04 Agosto 2024",15:00,44%,39%,V D D D D,D D D E D,V D V D E,V E E V D,V E V V E,E V D E D,1.21,1.36,1.07,1.46,1.29,1.64,32%,36%,29%,1.79,1.86,1.71,0.82,0.93,0.71,0.96,0.93,1,29%,36%,21%,46%,50%,43%,39%,29%,50%,46%,57%,36%,1.37,1.39,1.35,1.55,1.59,1.51,36%,29%,43%,1.46,1.36,1.57,0.86,0.64,1.07,0.61,0.5,0.5,25%,21%,29%,57%,57%,57%,43%,50%,36%,39%,36%,43%,1.35,1.42,1.27,1.33,1.18,1.48
Berazategui,El Porvenir,Argentina - Primera C,"Dom, 04 Agosto 2024",15:00,44%,39%,V E V V D,E D E V D,V V V E V,D E V D D,D V E E E,E D D D D,2.07,1.77,2.36,1.21,1.43,1,59%,46%,71%,2.67,2.69,2.64,1.7,1.69,1.71,0.96,1,0.93,59%,62%,57%,37%,31%,43%,11%,15%,7%,56%,62%,50%,1.5,1.67,1.34,1.17,1.14,1.19,32%,36%,29%,2.18,1.71,2.64,1.04,1,1.07,1.14,1.57,1.57,39%,29%,50%,36%,50%,21%,43%,43%,43%,39%,43%,36%,1.46,1.56,1.37,1.37,1.22,1.53
Sportivo Barracas,Luján,Argentina - Primera C,"Dom, 04 Agosto 2024",15:00,44%,39%,E V D E E,V E V E E,E D E D D,D V D V V,D D V D V,V V V D D,1,1.08,0.93,1.5,1.64,1.36,22%,23%,21%,2.26,2.38,2.14,0.89,0.92,0.86,1.37,1.46,1.29,48%,54%,43%,30%,31%,29%,33%,23%,43%,37%,54%,21%,1.29,1.33,1.26,1.38,1.41,1.36,43%,43%,43%,2.14,1.93,2.36,1.11,1.07,1.14,1.04,1.21,1.21,54%,57%,50%,29%,29%,29%,32%,36%,29%,39%,43%,36%,1.37,1.47,1.26,1.3,1.16,1.44
Excursionistas Feminino,Independiente Feminino,Argentina - Campeonato Argentino Feminino,"Dom, 04 Agosto 2024",11:00,39%,44%,E E D E D,E D D D D,E E D V D,D D V E D,D E V D E,D V D V D,0.71,0.5,0.89,1.47,1.67,1.25,18%,13%,22%,2.76,3.13,2.44,0.88,1,0.78,1.88,2.13,1.67,47%,63%,33%,24%,13%,33%,41%,25%,56%,35%,50%,22%,1.29,1.3,1.28,2.01,1.92,2.08,41%,44%,38%,2.47,2.56,2.38,1.06,1.22,0.88,1.41,1.5,1.5,35%,33%,38%,41%,44%,38%,35%,44%,25%,59%,56%,63%,1.17,1.06,1.3,1.67,1.48,1.89
Newell's Old Boys Feminino,Platense Feminino,Argentina - Campeonato Argentino Feminino,"Dom, 04 Agosto 2024",15:00,39%,44%,V D D E D,V D D D V,D E D V V,E E V D D,E V D E E,E D D V D,1.35,1.5,1.22,1,1.33,0.63,41%,50%,33%,2.41,2.5,2.33,1.12,1.38,0.89,1.29,1.13,1.44,47%,38%,56%,29%,25%,33%,29%,38%,22%,41%,38%,44%,1.27,1.58,1,1.42,1.62,1.24,18%,22%,13%,1.94,1.89,2,0.82,1.11,0.5,1.12,1.5,1.5,35%,44%,25%,35%,44%,25%,47%,33%,63%,24%,33%,13%,1.15,1.25,1.04,1.62,1.29,1.99
Banfield Feminino,Rosario Central Feminino,Argentina - Campeonato Argentino Feminino,"Dom, 04 Agosto 2024",15:00,39%,44%,V V V E V,V E D D D,V V V V E,D E D D D,E D V D V,D D D V E,1.41,0.88,1.89,0.88,0.89,0.88,41%,25%,56%,2.53,3.13,2,1.24,1.38,1.11,1.29,1.75,0.89,53%,63%,44%,18%,0%,33%,29%,38%,22%,41%,25%,56%,1.62,1.62,1.62,1.27,1.26,1.27,24%,22%,25%,2.06,1.89,2.25,0.53,0.56,0.5,1.53,1.75,1.75,29%,33%,25%,24%,22%,25%,53%,56%,50%,18%,11%,25%,1.35,1.39,1.31,1.62,1.71,1.53
Van,FC Avan Academy,Armênia - Campeonato da Armênia,"Dom, 04 Agosto 2024",10:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sydney United,Sydney II,Austrália - New South Wales NPL,"Dom, 04 Agosto 2024",02:00,60%,68%,D V D D V,V D E V D,D D V V D,D E D V D,D D D V V,E V V E D,1.65,1.83,1.5,0.85,0.93,0.75,50%,58%,43%,3.08,2.42,3.64,1.62,1.5,1.71,1.46,0.92,1.93,54%,33%,71%,31%,50%,14%,19%,25%,14%,58%,50%,64%,1.38,1.5,1.28,1.61,1.4,1.8,23%,29%,17%,3.65,4.07,3.17,1.23,1.43,1,2.42,2.17,2.17,62%,71%,50%,19%,14%,25%,31%,21%,42%,23%,21%,25%,1.52,1.52,1.52,1.82,1.89,1.74
Blacktown City,Sydney Olympic,Austrália - New South Wales NPL,"Dom, 04 Agosto 2024",02:00,60%,68%,V E V V D,V D D V V,E V V E D,V V E D V,V E D V E,V V V V D,1.85,2.15,1.54,1.5,1.5,1.5,54%,69%,38%,3.42,4,2.85,2.19,2.92,1.46,1.23,1.08,1.38,54%,54%,54%,35%,38%,31%,15%,8%,23%,58%,69%,46%,2.1,2.18,2.02,1.39,1.45,1.34,46%,42%,50%,3.12,3.5,2.79,1.77,2,1.57,1.35,1.21,1.21,65%,83%,50%,19%,8%,29%,15%,8%,21%,46%,33%,57%,1.78,1.9,1.69,1.59,1.6,1.58
Wollongong Wolves,Rockdale City Suns,Austrália - New South Wales NPL,"Dom, 04 Agosto 2024",02:00,60%,68%,V V E D V,V D E V V,V E V V V,V D V V V,V V V V V,D V V D V,1.65,1.67,1.64,2.38,2.62,2.15,50%,50%,50%,3.27,3.42,3.14,1.96,2,1.93,1.31,1.42,1.21,65%,75%,57%,27%,17%,36%,8%,8%,7%,58%,58%,57%,1.95,1.97,1.93,1.7,1.78,1.62,77%,85%,69%,3.96,4.08,3.85,2.58,3.08,2.08,1.38,1.77,1.77,69%,62%,77%,27%,38%,15%,4%,0%,8%,65%,69%,62%,1.97,2.02,1.91,1.23,1.09,1.37
South Hobart,Clarence Zebras,Austrália - Tasmania NPL,"Dom, 04 Agosto 2024",01:00,65%,84%,V D E E V,E V V E V,V D E V V,D D D E V,D D E D D,D V D V D,2.13,2.14,2.13,0.67,0.5,0.86,60%,57%,63%,4.13,4.71,3.63,2.73,3.29,2.25,1.4,1.43,1.38,87%,86%,88%,13%,14%,13%,0%,0%,0%,73%,71%,75%,1.92,1.94,1.89,1.39,1.31,1.48,20%,13%,29%,4.33,4.25,4.43,1.53,1.38,1.71,2.8,2.71,2.71,73%,63%,86%,0%,0%,0%,27%,38%,14%,20%,25%,14%,1.04,0.88,1.22,1.81,1.76,1.87
Yoogali,Monaro Panthers,Austrália - Capital Territory NPL,"Dom, 04 Agosto 2024",00:15,55%,80%,V D E D D,D D D D D,V E D D D,D V E D E,D V E E V,D D V V E,0.25,0,0.44,1.56,1.67,1.43,6%,0%,11%,4,3.57,4.33,0.5,0.57,0.44,3.5,3,3.89,25%,29%,22%,13%,0%,22%,69%,71%,67%,6%,0%,11%,1.5,1.46,1.53,2.43,2.51,2.36,44%,44%,43%,2.75,2.89,2.57,1.69,2,1.29,1.06,1.29,1.29,50%,56%,43%,38%,44%,29%,25%,11%,43%,56%,56%,57%,2.14,2.34,1.89,1.69,1.52,1.91
Gungahlin,Canberra Olympic,Austrália - Capital Territory NPL,"Dom, 04 Agosto 2024",02:00,55%,80%,V V V V V,V V V E D,V V V D V,D D D D D,D D D D D,D D D V D,2.5,2.44,2.57,0.38,0.38,0.38,81%,78%,86%,3.81,3.67,4,2.94,3.11,2.71,0.88,0.56,1.29,31%,22%,43%,56%,67%,43%,19%,22%,14%,69%,56%,86%,1.73,1.87,1.54,1.55,1.23,1.97,13%,13%,13%,4.19,4.63,3.75,1.25,1.5,1,2.94,2.75,2.75,63%,75%,50%,0%,0%,0%,38%,25%,50%,25%,25%,25%,1.37,1.49,1.25,2.31,2.55,2.06
FC Blau Weiss Linz,Áustria Viena,Áustria - Campeonato Austríaco,"Dom, 04 Agosto 2024",12:00,100%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Rapid Viena,Sturm Graz,Áustria - Campeonato Austríaco,"Dom, 04 Agosto 2024",12:00,100%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Floridsdorfer AC,St. Pölten,Áustria - 2ª Divisão da Áustria,"Dom, 04 Agosto 2024",05:30,40%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Royal Antwerp,Anderlecht,Bélgica - Campeonato Belga,"Dom, 04 Agosto 2024",08:30,22%,22%,V,,V,V,V,,3,0,3,3,3,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.29,0,1.29,0.65,0,1.65,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.37,1.37,0,-0.73,0.27,0
Cercle Brugge,KV Kortrijk,Bélgica - Campeonato Belga,"Dom, 04 Agosto 2024",11:00,22%,22%,D,,D,D,D,,0,0,0,0,0,0,0%,0%,0%,3,0,3,0,0,0,3,0,3,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0.51,0,1.51,0.27,0,1.27,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,0.43,1.43,0,0.15,1.15,0
Standard Liège,Club Brugge,Bélgica - Campeonato Belga,"Dom, 04 Agosto 2024",13:30,22%,22%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,-0.41,0,0.59,0.58,0,1.58,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,1.35,2.35,0,-0.22,0.78,0
Gent,FCV Dender EH,Bélgica - Campeonato Belga,"Dom, 04 Agosto 2024",14:15,22%,22%,V,,V,E,E,,3,0,3,1,1,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.15,0,1.15,0.43,0,1.43,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,-0.55,0.45,0,0.58,1.58,0
Dinamo Brest,Isloch,Bielorrúsia - Campeonato Bielorrusso,"Dom, 04 Agosto 2024",11:30,43%,38%,D E D V D,E V D E E,D D D V V,V E D V D,E V V D V,V D D E E,1.53,1.71,1.38,1.33,1.5,1.14,40%,43%,38%,3.07,3.43,2.75,2,2.43,1.63,1.07,1,1.13,60%,71%,50%,20%,14%,25%,20%,14%,25%,53%,71%,38%,1.57,1.8,1.37,1.42,1.43,1.41,33%,38%,29%,1.93,1.63,2.29,1.07,1,1.14,0.87,1.14,1.14,47%,25%,71%,33%,50%,14%,27%,38%,14%,53%,63%,43%,1.42,1.39,1.46,1.37,1.46,1.27
Torpedo BelAZ,Arsenal Dzyarzhynsk,Bielorrúsia - Campeonato Bielorrusso,"Dom, 04 Agosto 2024",13:30,43%,38%,V D V V V,V V V V V,D V V E V,D D V V D,D V D V V,D V D D V,2.33,3,1.75,1.33,1.44,1.17,73%,100%,50%,1.73,2.57,1,1.33,2.14,0.63,0.4,0.43,0.38,20%,29%,13%,67%,71%,63%,27%,0%,50%,60%,86%,38%,1.56,1.65,1.47,0.94,0.74,1.12,40%,44%,33%,2.13,2,2.33,0.87,1,0.67,1.27,1.67,1.67,20%,22%,17%,40%,44%,33%,47%,33%,67%,53%,67%,33%,1.21,1.33,1.07,1.4,1.31,1.53
Molodechno-DYuSSh 4,Shakhtyor Petrikov,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Dom, 04 Agosto 2024",07:30,54%,53%,E E V V E,E E V V V,V E V D V,V D D E D,D D V E D,V D E D V,2.35,2.56,2.13,0.94,0.63,1.25,71%,78%,63%,2.88,3.44,2.25,2.12,2.56,1.63,0.76,0.89,0.63,47%,56%,38%,53%,44%,63%,6%,0%,13%,82%,89%,75%,1.71,1.56,1.83,1.32,1.19,1.42,25%,13%,38%,3,3,3,1.19,1,1.38,1.81,1.63,1.63,56%,50%,63%,25%,38%,13%,31%,38%,25%,44%,50%,38%,1.54,0.68,2.39,1.49,1.69,1.29
FC Energetik-BGU Minsk,Ostrovets FC,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Dom, 04 Agosto 2024",09:30,54%,53%,V E V E E,E D D D D,V E V E D,E V D E D,V E V E V,E D D E V,0.82,0.5,1.11,1.41,2,0.75,18%,13%,22%,3,3.25,2.78,1.06,0.75,1.33,1.94,2.5,1.44,47%,38%,56%,18%,13%,22%,47%,63%,33%,24%,13%,33%,1.19,1.1,1.28,1.69,1.89,1.49,35%,56%,13%,2.82,2.33,3.38,1.41,1.44,1.38,1.41,2,2,59%,33%,88%,29%,56%,0%,18%,22%,13%,53%,67%,38%,1.22,1.54,1.04,1.51,1.34,1.62
Bumprom,ABFF U17,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Dom, 04 Agosto 2024",11:30,54%,53%,V D V V E,V V E V V,D V D E D,D E D V D,D D D V D,E V D D D,1.41,1.63,1.22,0.76,1,0.5,41%,50%,33%,2.71,2.38,3,1.65,1.5,1.78,1.06,0.88,1.22,53%,50%,56%,29%,38%,22%,29%,25%,33%,53%,63%,44%,1.94,2.22,1.65,1.32,1.52,1.12,24%,33%,13%,2.94,2.89,3,1,1.11,0.88,1.94,2.13,2.13,53%,56%,50%,6%,11%,0%,41%,33%,50%,41%,44%,38%,,,,,,
Guabirá,Universitario de Vinto,Bolívia - Campeonato Boliviano,"Dom, 04 Agosto 2024",16:00,57%,53%,D V D E E,V E E V V,D D E D D,V V E D E,V E E V D,V D V D E,1,2,0.22,1.73,2.09,1.36,25%,57%,0%,2.75,2.71,2.78,1.31,1.71,1,1.44,1,1.78,75%,86%,67%,13%,14%,11%,19%,0%,33%,38%,57%,22%,1.63,2.11,1.21,1.8,1.53,2.03,50%,64%,36%,2.14,2.36,1.91,1.18,1.45,0.91,0.95,1,1,59%,64%,55%,27%,27%,27%,18%,9%,27%,59%,64%,55%,1.43,1.6,1.24,1.43,1.28,1.6
The Strongest,Independiente Petrolero,Bolívia - Campeonato Boliviano,"Dom, 04 Agosto 2024",18:30,57%,53%,E E D V V,E V V V D,E D V E V,D V E E V,V E V D V,D E E D V,2,2.5,1.5,1.37,1.8,0.89,60%,80%,40%,3,2.8,3.2,1.65,1.9,1.4,1.35,0.9,1.8,55%,70%,40%,40%,30%,50%,15%,0%,30%,60%,70%,50%,1.52,1.86,1.18,1.3,1.17,1.43,37%,50%,22%,3.05,2.4,3.78,1.42,1.4,1.44,1.63,2.33,2.33,74%,60%,89%,16%,20%,11%,16%,30%,0%,47%,50%,44%,1.58,1.75,1.39,1.43,1.15,1.74
Jorge Wilstermann,Real Tomayapo,Bolívia - Campeonato Boliviano,"Dom, 04 Agosto 2024",20:30,57%,53%,D V D E V,V D V E D,D E D V D,V E V E D,V V D V V,E E D D D,1,1.38,0.63,1.38,2,0.75,25%,38%,13%,2.25,2.38,2.13,1.06,1.38,0.75,1.19,1,1.38,38%,38%,38%,38%,50%,25%,38%,25%,50%,25%,38%,13%,1.21,1.39,1.02,1.48,1.25,1.7,38%,63%,13%,2.5,2.38,2.63,1.19,1.5,0.88,1.31,1.75,1.75,56%,38%,75%,19%,38%,0%,25%,25%,25%,31%,50%,13%,1.44,1.64,1.24,1.72,1.46,1.99
Posusje,Igman Konjic,Bósnia e Herzegovina - Campeonato da Bósnia,"Dom, 04 Agosto 2024",12:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sarajevo,Sloboda Tuzla,Bósnia e Herzegovina - Campeonato da Bósnia,"Dom, 04 Agosto 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Ponte Preta,Avaí,Brasil - Brasileirão Série B,"Dom, 04 Agosto 2024",16:00,45%,33%,D V D V E,V V V V V,D D E E D,E E D D D,E D D E V,E D E E V,1.28,2.38,0.4,1.39,1.5,1.25,33%,75%,0%,2.5,3.38,1.8,1.22,2.38,0.3,1.28,1,1.5,44%,63%,30%,28%,38%,20%,39%,0%,70%,33%,75%,0%,1.38,1.53,1.27,1.48,1.18,1.69,33%,40%,25%,1.61,1.9,1.25,0.83,1,0.63,0.78,0.63,0.63,39%,40%,38%,39%,30%,50%,44%,40%,50%,39%,40%,38%,1.27,1.36,1.16,1.24,1.22,1.25
Novorizontino,Goiás,Brasil - Brasileirão Série B,"Dom, 04 Agosto 2024",18:30,45%,33%,V E V E V,V E E E V,V E V V D,E V D D V,E D V E V,V D D D D,1.67,1.63,1.7,1.47,2.13,0.89,44%,38%,50%,2,2.13,1.9,1.11,1.13,1.1,0.89,1,0.8,50%,63%,40%,33%,25%,40%,33%,25%,40%,44%,50%,40%,1.36,1.53,1.22,1.35,1.39,1.32,41%,63%,22%,2.41,2.75,2.11,1.41,2.13,0.78,1,1.33,1.33,41%,50%,33%,29%,50%,11%,29%,0%,56%,47%,75%,22%,1.31,1.6,1.06,1.4,1.17,1.62
Operário-PR,CRB,Brasil - Brasileirão Série B,"Dom, 04 Agosto 2024",18:30,45%,33%,D E V D E,E V D V V,D D E V V,E E V V V,E V V V E,E D E D D,1.53,1.88,1.22,1.41,2.33,0.38,41%,50%,33%,1.24,1,1.44,0.65,0.75,0.56,0.59,0.25,0.89,12%,13%,11%,59%,75%,44%,47%,38%,56%,47%,63%,33%,1.39,1.46,1.32,1.15,1.06,1.23,35%,67%,0%,2.41,1.89,3,1.29,1.44,1.13,1.12,1.88,1.88,65%,44%,88%,29%,56%,0%,12%,11%,13%,41%,56%,25%,1.32,1.48,1.14,1.28,1.08,1.51
Londrina,Floresta,Brasil - Brasileirão Série C,"Dom, 04 Agosto 2024",16:30,50%,43%,E V D V E,V E E V E,E D V V D,E V V E V,V V V D D,E V E D V,1.6,1.63,1.57,1.13,1.29,1,40%,38%,43%,2.47,3,1.86,1.4,1.63,1.14,1.07,1.38,0.71,47%,50%,43%,40%,38%,43%,20%,13%,29%,40%,38%,43%,1.65,1.79,1.5,1.22,1.26,1.17,33%,43%,25%,2.13,2.57,1.75,0.8,1,0.63,1.33,1.13,1.13,47%,57%,38%,27%,29%,25%,33%,14%,50%,40%,43%,38%,1.41,1.48,1.35,1.42,1.17,1.63
Ypiranga,Ferroviária,Brasil - Brasileirão Série C,"Dom, 04 Agosto 2024",16:30,50%,43%,V E E D V,E V E V V,V E D D V,E E V V V,E V V E V,E V E E E,1.71,2.33,1.25,1.93,2.14,1.75,50%,67%,38%,2.07,2.33,1.88,1.21,1.67,0.88,0.86,0.67,1,29%,50%,13%,43%,50%,38%,36%,0%,63%,50%,83%,25%,1.52,1.56,1.5,1.48,1.1,1.77,47%,57%,38%,1.33,1.43,1.25,1,1,1,0.33,0.25,0.25,33%,43%,25%,67%,57%,75%,40%,29%,50%,47%,57%,38%,1.46,1.61,1.34,1.32,1.32,1.32
CSA,Náutico,Brasil - Brasileirão Série C,"Dom, 04 Agosto 2024",19:00,50%,43%,E D D V V,D V E E E,E D V V D,D E E V E,D E V V D,E E E D D,1,1,1,1.2,1.5,0.86,20%,14%,25%,2.6,2.57,2.63,1.07,1,1.13,1.53,1.57,1.5,67%,71%,63%,20%,14%,25%,20%,29%,13%,53%,57%,50%,1.32,1.53,1.13,1.37,1.13,1.57,27%,38%,14%,2.87,3.25,2.43,1.6,2,1.14,1.27,1.29,1.29,67%,75%,57%,20%,13%,29%,20%,13%,29%,40%,50%,29%,1.57,1.84,1.28,1.55,1.23,1.92
São Bernardo,Caxias,Brasil - Brasileirão Série C,"Dom, 04 Agosto 2024",19:00,50%,43%,E E V V V,E V D E V,E V V V D,V V D V D,V V V D E,D D D D D,1.93,2.13,1.71,1.07,1.86,0.29,53%,63%,43%,2.4,2.25,2.57,1.6,1.75,1.43,0.8,0.5,1.14,47%,25%,71%,47%,75%,14%,20%,25%,14%,53%,63%,43%,1.5,1.67,1.3,1.22,0.88,1.61,29%,57%,0%,2.57,2.57,2.57,1.07,1.29,0.86,1.5,1.71,1.71,50%,29%,71%,29%,57%,0%,29%,29%,29%,43%,57%,29%,1.49,1.47,1.51,1.65,1.37,1.93
Brasiliense,Noroeste-SP,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",15:30,43%,40%,V V V V D,V V V V V,V V D E V,D V D E V,D V V V D,D E V D E,2.33,2.71,2,1.33,1.75,0.86,73%,86%,63%,2.6,2.43,2.75,1.93,2,1.88,0.67,0.43,0.88,53%,43%,63%,40%,57%,25%,7%,0%,13%,80%,100%,63%,1.56,1.61,1.52,1.45,1.23,1.65,33%,50%,14%,2.2,2.25,2.14,1.07,1.38,0.71,1.13,1.43,1.43,40%,38%,43%,27%,38%,14%,47%,38%,57%,53%,63%,43%,1.58,1.63,1.53,1.29,1.13,1.48
Cianorte,Costa Rica,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,V D E D V,E D V V E,V D V D V,D E D V V,D E V V V,D V D V E,1.67,1.43,1.88,1.4,1.63,1.14,47%,29%,63%,2,2,2,1.13,1.14,1.13,0.87,0.86,0.88,53%,71%,38%,27%,29%,25%,27%,14%,38%,53%,71%,38%,1.22,1.32,1.14,1.28,1.1,1.42,40%,50%,29%,2.47,3.25,1.57,1.13,1.5,0.71,1.33,0.86,0.86,33%,50%,14%,40%,38%,43%,40%,25%,57%,27%,25%,29%,1.06,0,1.2,1.94,0,2.08
Anápolis,Itabuna-BA,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,D D E V E,D V E V E,D E V D V,V D E V E,V E E E V,D V D V V,1.67,1.71,1.63,1.8,1.75,1.86,47%,43%,50%,1.93,2.14,1.75,1.2,1.43,1,0.73,0.71,0.75,40%,43%,38%,33%,43%,25%,33%,29%,38%,60%,71%,50%,1.5,1.48,1.51,1.4,1.38,1.42,47%,38%,57%,1.73,1,2.57,1.13,0.75,1.57,0.6,1,1,33%,25%,43%,60%,75%,43%,33%,50%,14%,40%,25%,57%,1.35,1.46,1.22,1.07,0.9,1.25
Itabaiana,Atlético Cearense,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,D D D V V,D V V V V,D D D V D,V E D D E,V D D V V,E E E V V,1.73,2.29,1.25,1.4,1.5,1.29,53%,71%,38%,2.2,2.43,2,1.4,1.86,1,0.8,0.57,1,40%,43%,38%,40%,57%,25%,27%,14%,38%,60%,71%,50%,1.38,1.65,1.16,1.51,1.5,1.51,40%,50%,29%,2.07,1.88,2.29,1,1,1,1.07,1.29,1.29,40%,25%,57%,33%,50%,14%,33%,25%,43%,40%,63%,14%,1.3,1.5,1.07,1.74,1.53,1.97
Treze-PB,ASA,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,E V E V D,V V E V E,E E D E V,E V V D D,E V D V D,V D D D E,2.13,2.43,1.88,1.47,1.75,1.14,60%,71%,50%,2.6,2.29,2.88,1.93,1.86,2,0.67,0.43,0.88,47%,43%,50%,47%,57%,38%,7%,0%,13%,80%,100%,63%,1.68,1.72,1.64,1.37,1.12,1.58,40%,50%,29%,2,1.63,2.43,1.07,1,1.14,0.93,1.29,1.29,33%,25%,43%,40%,63%,14%,33%,25%,43%,53%,50%,57%,1.5,1.5,1.5,1.21,0.96,1.49
Brasil de Pelotas,Água Santa,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,V V E V D,V V D V D,V E V D D,D V D V V,D V V V V,D E D E E,1.6,2.14,1.13,1.47,2,0.86,47%,71%,25%,2.27,2.43,2.13,1.27,1.71,0.88,1,0.71,1.25,47%,43%,50%,27%,43%,13%,33%,14%,50%,53%,86%,25%,1.18,1.47,0.92,1.37,1.52,1.23,40%,63%,14%,1.67,1.88,1.43,0.87,1.13,0.57,0.8,0.86,0.86,33%,38%,29%,47%,50%,43%,33%,13%,57%,53%,75%,29%,1.42,1.59,1.21,1.33,1.19,1.5
Altos,Princesa do Solimões,Brasil - Brasileirão Série D,"Dom, 04 Agosto 2024",16:00,43%,40%,E V V D V,V D V V E,E V D V E,E V V V E,E V E V V,V V D E V,1.67,1.86,1.5,1.79,2,1.57,47%,57%,38%,2.67,2.71,2.63,1.53,1.71,1.38,1.13,1,1.25,67%,71%,63%,27%,29%,25%,7%,0%,13%,80%,86%,75%,1.4,1.58,1.18,1.68,1.67,1.7,50%,57%,43%,2.5,2.29,2.71,1.5,1.71,1.29,1,1.43,1.43,43%,43%,43%,50%,43%,57%,29%,29%,29%,57%,57%,57%,1.45,1.93,1.04,1.31,0.83,1.72
